NAME,PRICE,WATCHERS
"1917 $1 US Note-Legal Tender, PCGS Banknote CHOICE AU58",$425.00,https://i.ebayimg.com/thumbs/images/g/Ae0AAOSwFflmEGoT/s-l300.jpg
"1802/1 $5 Draped Bust, PCGS MS64+ Rare Coin","$87,000.00",https://i.ebayimg.com/thumbs/images/g/E4gAAOSwVNBk3qGs/s-l300.jpg
"Byzantine Empire, NGC Ch VF, Justinian I, AD 527-565 AE Follis, ANCIENT COIN ...",$250.00,https://i.ebayimg.com/thumbs/images/g/13oAAOSwDZxmC3Vf/s-l300.jpg
"1928 $20 St. Gaudens, PCGS MS66 Rare Coin","$3,600.00",https://i.ebayimg.com/thumbs/images/g/k6QAAOSwpvllqtlH/s-l300.jpg
"1870 $1 Liberty Seated Dollar, PCGS PR65+ CAC Silver Dollar Rare Coin Rare Coin","$12,950.00",https://i.ebayimg.com/thumbs/images/g/WpgAAOSwlwJlU9QC/s-l300.jpg
"1893 $10 Liberty Head, PCGS MS65 Rare Coin","$7,500.00",https://i.ebayimg.com/thumbs/images/g/TJ4AAOSwqbNmEI5S/s-l300.jpg
"ATTICA, ATHENS, c.440-404 BC, AR Tetradrachm, NGC Ch XF","$1,250.00",https://i.ebayimg.com/thumbs/images/g/9JYAAOSw1~tk58-v/s-l300.jpg
2015 $1 Silver Eagle First Strike PCGS MS70,$150.00,https://i.ebayimg.com/thumbs/images/g/vuwAAOSwFQ5mMYgX/s-l300.jpg
"1907 $2.50 Liberty Head, PCGS MS63 Rare Coin",$695.00,https://i.ebayimg.com/thumbs/images/g/oTYAAOSwZLJkcR4X/s-l300.jpg
1870-S $1 Liberty Seated Dollar PCGS VF25 Farouk-Schultz,"$625,000.00",https://i.ebayimg.com/thumbs/images/g/b0MAAOSwPS9jO3qa/s-l300.jpg
"1887 Great Britain 2S, Jubilee Head Victoria, NGC PF64","$1,550.00",https://i.ebayimg.com/thumbs/images/g/-fQAAOSwmZFjVHlU/s-l300.jpg
"1914 $10 Indian, PCGS MS64+ CAC Rare Coin","$6,250.00",https://i.ebayimg.com/thumbs/images/g/~80AAOSwsz1mBMA4/s-l300.jpg
"1818 $5 Capped Bust, PCGS MS63+, CAC","$95,000.00",https://i.ebayimg.com/thumbs/images/g/-YsAAOSwM0dki21R/s-l300.jpg
"ATTICA, ATHENS, c.450-404 BC, AR Drachm, NGC VG",$495.00,https://i.ebayimg.com/thumbs/images/g/SO8AAOSwZo9lFM0A/s-l300.jpg
"National Coin Album 1916-1959 Mercury/Loose Dimes, 131 coins","$2,900.00",https://i.ebayimg.com/thumbs/images/g/P6IAAOSwpLVi9Cnw/s-l300.jpg
"1917 $1 US Note - Legal Tender, Fr. 39 PCGS Banknote, CHOICE UNC 63 PPQ",$575.00,https://i.ebayimg.com/thumbs/images/g/fPQAAOSwEGhmDwnA/s-l300.jpg
The National Bicentennial Medal Gold,$20.00,https://i.ebayimg.com/thumbs/images/g/lkAAAOSwBKxmAxzl/s-l300.jpg
"1901-S $5 Liberty Head, NGC MS66, Proof Like Surfaces! Rare Coin","$3,450.00",https://i.ebayimg.com/thumbs/images/g/jegAAOSwp9Fl3qbR/s-l300.jpg
2011 United States Mint American Silver Eagle 25th Anniversary Set,$550.00,https://i.ebayimg.com/thumbs/images/g/7acAAOSwyS1mMs~1/s-l300.jpg
"Arsaces XVI, c.78-62/1 BC, PARTHIAN KINGDOM, AR Drachm Rare Coin",$350.00,https://i.ebayimg.com/thumbs/images/g/QH0AAOSw5sFlFNKt/s-l300.jpg
"1803/2 $5 Draped Bust, NGC MS61 Rare Coin","$17,500.00",https://i.ebayimg.com/thumbs/images/g/NSIAAOSwIIxkbrXt/s-l300.jpg
"1927 $2.50 Indian, PCGS MS64 CAC Rare Coin","$1,295.00",https://i.ebayimg.com/thumbs/images/g/hyMAAOSwpddkJd5f/s-l300.jpg
"1903-S $5 Gold, NGC MS65 Liberty Head, Rare Coin Rare Coin","$2,700.00",https://i.ebayimg.com/thumbs/images/g/eXcAAOSw9c5lVSs6/s-l300.jpg
The National Bicentennial Medal 1776-1976,$20.00,https://i.ebayimg.com/thumbs/images/g/148AAOSwUv9mKuFg/s-l300.jpg
1893 6 Pence Great Britain NGC PF65 Veiled Head World Coin Rare Coin,$648.00,https://i.ebayimg.com/thumbs/images/g/gOgAAOSwX2dhkA1S/s-l300.jpg
"1882-CC $1, Morgan Dollar, PCGS MS65DMPL Rare Coin","$2,650.00",https://i.ebayimg.com/thumbs/images/g/mNUAAOSwvHdmBf0a/s-l300.jpg
"Alexander III, 336-323 BC KINGDOM OF MACEDON, NGC Ch VF AR Tetradrachm",$695.00,https://i.ebayimg.com/thumbs/images/g/xRAAAOSw65pj~nHi/s-l300.jpg
"1927 $2.50 Indian, NGC MS64 CAC Rare Coin","$1,250.00",https://i.ebayimg.com/thumbs/images/g/VR4AAOSwSh9jRx7A/s-l300.jpg
Tabaristan AR Hemidrachm NGC Certified Almost Uncirculated Ancients,$195.00,https://i.ebayimg.com/thumbs/images/g/~j8AAOSwvaRh6Hg2/s-l300.jpg
"Ionia, Clazomenae 5th Century BC, NGC F, S 2/5, S 3/5 Ancient Silver Coin",$275.00,https://i.ebayimg.com/thumbs/images/g/WJIAAOSwdXxhq~KI/s-l300.jpg
1955-D 1C RD Lincoln Cent - Type 1 Wheat Reverse - PCGS MS66RD Rare Coin,$40.00,https://i.ebayimg.com/thumbs/images/g/BcwAAOSwGL9d4PXl/s-l300.jpg
1988 Calgary Winter Olympics Canada Proof Silver 10 Coin Set,$325.00,https://i.ebayimg.com/thumbs/images/g/4uEAAOSw2EFmMXAV/s-l300.jpg
"1881-O $1, Morgan Dollar, PCG MS64+DMPL","$2,995.00",https://i.ebayimg.com/thumbs/images/g/DS4AAOSwWq1kHQ0R/s-l300.jpg
"1806 $5 Round 6, 7X6 Stars Draped Bust, PCGS Genuine, Altered Surf.-UNC Detai...","$13,500.00",https://i.ebayimg.com/thumbs/images/g/QbUAAOSwkKtlV-qL/s-l300.jpg
"2012-(S) $1 Silver Eagle, PCGS MS70, Struck at San Francisco, First Strike Ra...",$115.00,https://i.ebayimg.com/thumbs/images/g/mywAAOSweJ1mAxtP/s-l300.jpg
United States 20th Century Type Coins (25 Coins) Rare Coin,$425.00,https://i.ebayimg.com/thumbs/images/g/-3wAAOSw0rhlEhHo/s-l300.jpg
"1883-S $1 Morgan Dollar, PCGS MS64 CAC Rare Coin","$8,250.00",https://i.ebayimg.com/thumbs/images/g/5bQAAOSw0NVlrDhv/s-l300.jpg
"1800 $1 Dotted Date Draped Bust Dollar, PCGS AU50, Silver Dollar, Rare Coins ...","$8,950.00",https://i.ebayimg.com/thumbs/images/g/MqMAAOSwVRVlSUAd/s-l300.jpg
"1896 $1 Morgan Dollar, PCGS MS67 CAC Rare Coin","$4,850.00",https://i.ebayimg.com/thumbs/images/g/5V4AAOSwjRNlE1o3/s-l300.jpg
"1995 1C Doubled Die Obverse, PCGS MS69RD Lincoln Cent (Modern) Rare Coin","$4,750.00",https://i.ebayimg.com/thumbs/images/g/d5EAAOSwpB5mC2j9/s-l300.jpg
